"","ensembl_gene_id","row_num","gene_symbol","gene_type"
"2763","ENSG00000102981",2763,"PARD6A","protein_coding"
"2764","ENSG00000102984",2764,"ZNF821","protein_coding"
"2765","ENSG00000102996",2765,"MMP15","protein_coding"
"2766","ENSG00000103005",2766,"C16orf57","protein_coding"
"2767","ENSG00000103018",2767,"CYB5B","protein_coding"
"2768","ENSG00000103021",2768,"CCDC113","protein_coding"
"2769","ENSG00000103023",2769,"PRSS54","protein_coding"
"2770","ENSG00000103024",2770,"NME3","protein_coding"
"2771","ENSG00000103034",2771,"NDRG4","protein_coding"
"2772","ENSG00000103035",2772,"PSMD7","protein_coding"
"2773","ENSG00000103037",2773,"SETD6","protein_coding"
"2774","ENSG00000103042",2774,"SLC38A7","protein_coding"
"2775","ENSG00000103043",2775,"VAC14","protein_coding"
"2776","ENSG00000103044",2776,"HAS3","protein_coding"
"2777","ENSG00000103047",2777,"TMCO7","protein_coding"
"2778","ENSG00000103051",2778,"COG4","protein_coding"
"2779","ENSG00000103056",2779,"SMPD3","protein_coding"
"2780","ENSG00000103061",2780,"SLC7A6OS","protein_coding"
"2781","ENSG00000103064",2781,"SLC7A6","protein_coding"
"2782","ENSG00000103066",2782,"PLA2G15","protein_coding"
"2783","ENSG00000103067",2783,"ESRP2","protein_coding"
"2784","ENSG00000103089",2784,"FA2H","protein_coding"
"2785","ENSG00000103091",2785,"WDR59","protein_coding"
"2786","ENSG00000103111",2786,"MON1B","protein_coding"
"2787","ENSG00000103121",2787,"C16orf61","protein_coding"
"2788","ENSG00000103126",2788,"AXIN1","protein_coding"
"2789","ENSG00000103145",2789,"HCFC1R1","protein_coding"
"2790","ENSG00000103148",2790,"NPRL3","protein_coding"
"2791","ENSG00000103150",2791,"MLYCD","protein_coding"
"2792","ENSG00000103152",2792,"MPG","protein_coding"
"2793","ENSG00000103154",2793,"NECAB2","protein_coding"
"2794","ENSG00000103160",2794,"HSDL1","protein_coding"
"2795","ENSG00000103168",2795,"TAF1C","protein_coding"
"2796","ENSG00000103174",2796,"NAGPA","protein_coding"
"2797","ENSG00000103175",2797,"WFDC1","protein_coding"
"2798","ENSG00000103184",2798,"SEC14L5","protein_coding"
"2799","ENSG00000103187",2799,"COTL1","protein_coding"
"2800","ENSG00000103194",2800,"USP10","protein_coding"
"2801","ENSG00000103196",2801,"CRISPLD2","protein_coding"
"2802","ENSG00000103197",2802,"TSC2","protein_coding"
"2803","ENSG00000103199",2803,"ZNF500","protein_coding"
"2804","ENSG00000103200",2804,"RP11-723C11.2","processed_pseudogene"
"2805","ENSG00000103202",2805,"NME4","protein_coding"
"2806","ENSG00000103222",2806,"ABCC1","protein_coding"
"2807","ENSG00000103226",2807,"NOMO3","protein_coding"
"2808","ENSG00000103227",2808,"LMF1","protein_coding"
"2809","ENSG00000103241",2809,"FOXF1","protein_coding"
"2810","ENSG00000103245",2810,"NARFL","protein_coding"
"2811","ENSG00000103248",2811,"MTHFSD","protein_coding"
"2812","ENSG00000103249",2812,"CLCN7","protein_coding"
"2813","ENSG00000103253",2813,"HAGHL","protein_coding"
"2814","ENSG00000103254",2814,"FAM173A","protein_coding"
"2815","ENSG00000103257",2815,"SLC7A5","protein_coding"
"2816","ENSG00000103260",2816,"METRN","protein_coding"
"2817","ENSG00000103264",2817,"FBXO31","protein_coding"
"2818","ENSG00000103266",2818,"STUB1","protein_coding"
"2819","ENSG00000103269",2819,"RHBDL1","protein_coding"
"2820","ENSG00000103274",2820,"NUBP1","protein_coding"
"2821","ENSG00000103275",2821,"UBE2I","protein_coding"
"2822","ENSG00000103310",2822,"ZP2","protein_coding"
"2823","ENSG00000103313",2823,"MEFV","protein_coding"
"2824","ENSG00000103316",2824,"CRYM","protein_coding"
"2825","ENSG00000103319",2825,"EEF2K","protein_coding"
"2826","ENSG00000103326",2826,"SOLH","protein_coding"
"2827","ENSG00000103335",2827,"PIEZO1","protein_coding"
"2828","ENSG00000103342",2828,"GSPT1","protein_coding"
"2829","ENSG00000103343",2829,"ZNF174","protein_coding"
"2830","ENSG00000103351",2830,"CLUAP1","protein_coding"
"2831","ENSG00000103353",2831,"UBFD1","protein_coding"
"2832","ENSG00000103355",2832,"PRSS33","protein_coding"
"2833","ENSG00000103356",2833,"EARS2","protein_coding"
"2834","ENSG00000103363",2834,"TCEB2","protein_coding"
"2835","ENSG00000103365",2835,"GGA2","protein_coding"
"2836","ENSG00000103375",2836,"AQP8","protein_coding"
"2837","ENSG00000103381",2837,"CPPED1","protein_coding"
"2838","ENSG00000103404",2838,"USP31","protein_coding"
"2839","ENSG00000103415",2839,"HMOX2","protein_coding"
"2840","ENSG00000103423",2840,"DNAJA3","protein_coding"
"2841","ENSG00000103426",2841,"CORO7","protein_coding"
"2842","ENSG00000103429",2842,"BFAR","protein_coding"
"2843","ENSG00000103449",2843,"SALL1","protein_coding"
"2844","ENSG00000103460",2844,"TOX3","protein_coding"
"2845","ENSG00000103472",2845,"AC009093.1","lncRNA"
"2846","ENSG00000103479",2846,"RBL2","protein_coding"
"2847","ENSG00000103485",2847,"QPRT","protein_coding"
"2848","ENSG00000103489",2848,"XYLT1","protein_coding"
"2849","ENSG00000103490",2849,"PYCARD","protein_coding"
"2850","ENSG00000103494",2850,"RPGRIP1L","protein_coding"
"2851","ENSG00000103495",2851,"MAZ","protein_coding"
"2852","ENSG00000103496",2852,"STX4","protein_coding"
"2853","ENSG00000103502",2853,"CDIPT","protein_coding"
"2854","ENSG00000103507",2854,"BCKDK","protein_coding"
"2855","ENSG00000103510",2855,"KAT8","protein_coding"
"2856","ENSG00000103512",2856,"NOMO1","protein_coding"
"2857","ENSG00000103522",2857,"IL21R","protein_coding"
"2858","ENSG00000103528",2858,"SYT17","protein_coding"
"2859","ENSG00000103534",2859,"TMC5","protein_coding"
"2860","ENSG00000103540",2860,"CCP110","protein_coding"
"2861","ENSG00000103544",2861,"C16orf62","protein_coding"
"2862","ENSG00000103546",2862,"SLC6A2","protein_coding"
"2863","ENSG00000103549",2863,"RNF40","protein_coding"
"2864","ENSG00000103550",2864,"C16orf88","protein_coding"
"2865","ENSG00000103569",2865,"AQP9","protein_coding"
"2866","ENSG00000103591",2866,"AAGAB","protein_coding"
"2867","ENSG00000103599",2867,"IQCH","protein_coding"
"2868","ENSG00000103642",2868,"LACTB","protein_coding"
"2869","ENSG00000103647",2869,"CORO2B","protein_coding"
"2870","ENSG00000103653",2870,"CSK","protein_coding"
"2871","ENSG00000103657",2871,"HERC1","protein_coding"
"2872","ENSG00000103671",2872,"TRIP4","protein_coding"
"2873","ENSG00000103707",2873,"MTFMT","protein_coding"
"2874","ENSG00000103710",2874,"RASL12","protein_coding"
"2875","ENSG00000103723",2875,"AP3B2","protein_coding"
"2876","ENSG00000103740",2876,"ACSBG1","protein_coding"
"2877","ENSG00000103742",2877,"IGDCC4","protein_coding"
"2878","ENSG00000103769",2878,"RAB11A","protein_coding"
"2879","ENSG00000103811",2879,"CTSH","protein_coding"
"2880","ENSG00000103832",2880,"RP5-1086D14.1","unprocessed_pseudogene"
"2881","ENSG00000103852",2881,"TTC23","protein_coding"
"2882","ENSG00000103855",2882,"CD276","protein_coding"
"2883","ENSG00000103876",2883,"FAH","protein_coding"
"2884","ENSG00000103888",2884,"KIAA1199","protein_coding"
"2885","ENSG00000103932",2885,"RPAP1","protein_coding"
"2886","ENSG00000103942",2886,"HOMER2","protein_coding"
"2887","ENSG00000103966",2887,"EHD4","protein_coding"
"2888","ENSG00000103978",2888,"TMEM87A","protein_coding"
"2889","ENSG00000103994",2889,"ZFP106","protein_coding"
"2890","ENSG00000103995",2890,"CEP152","protein_coding"
"2891","ENSG00000104043",2891,"ATP8B4","protein_coding"
"2892","ENSG00000104044",2892,"OCA2","protein_coding"
"2893","ENSG00000104047",2893,"DTWD1","protein_coding"
"2894","ENSG00000104055",2894,"TGM5","protein_coding"
"2895","ENSG00000104059",2895,"FAM189A1","protein_coding"
"2896","ENSG00000104064",2896,"GABPB1","protein_coding"
"2897","ENSG00000104067",2897,"TJP1","protein_coding"
"2898","ENSG00000104081",2898,"BMF","protein_coding"
"2899","ENSG00000104093",2899,"DMXL2","protein_coding"
"2900","ENSG00000104112",2900,"SCG3","protein_coding"
"2901","ENSG00000104129",2901,"DNAJC17","protein_coding"
"2902","ENSG00000104131",2902,"EIF3J","protein_coding"
"2903","ENSG00000104133",2903,"SPG11","protein_coding"
"2904","ENSG00000104140",2904,"RHOV","protein_coding"
"2905","ENSG00000104142",2905,"VPS18","protein_coding"
"2906","ENSG00000104147",2906,"OIP5","protein_coding"
"2907","ENSG00000104154",2907,"SLC30A4","protein_coding"
"2908","ENSG00000104164",2908,"PLDN","protein_coding"
"2909","ENSG00000104177",2909,"MYEF2","protein_coding"
"2910","ENSG00000104205",2910,"SGK3","protein_coding"
"2911","ENSG00000104213",2911,"PDGFRL","protein_coding"
"2912","ENSG00000104218",2912,"CSPP1","protein_coding"
"2913","ENSG00000104219",2913,"ZDHHC2","protein_coding"
"2914","ENSG00000104221",2914,"BRF2","protein_coding"
"2915","ENSG00000104228",2915,"TRIM35","protein_coding"
"2916","ENSG00000104231",2916,"ZFAND1","protein_coding"
"2917","ENSG00000104237",2917,"RP1","protein_coding"
"2918","ENSG00000104267",2918,"CA2","protein_coding"
"2919","ENSG00000104290",2919,"FZD3","protein_coding"
"2920","ENSG00000104299",2920,"INTS9","protein_coding"
"2921","ENSG00000104312",2921,"RIPK2","protein_coding"
"2922","ENSG00000104313",2922,"EYA1","protein_coding"
"2923","ENSG00000104320",2923,"NBN","protein_coding"
"2924","ENSG00000104321",2924,"TRPA1","protein_coding"
"2925","ENSG00000104324",2925,"PGCP","protein_coding"
"2926","ENSG00000104325",2926,"DECR1","protein_coding"
"2927","ENSG00000104327",2927,"CALB1","protein_coding"
"2928","ENSG00000104331",2928,"IMPAD1","protein_coding"
"2929","ENSG00000104332",2929,"SFRP1","protein_coding"
"2930","ENSG00000104341",2930,"LAPTM4B","protein_coding"
"2931","ENSG00000104343",2931,"UBE2W","protein_coding"
"2932","ENSG00000104356",2932,"POP1","protein_coding"
"2933","ENSG00000104361",2933,"NIPAL2","protein_coding"
"2934","ENSG00000104365",2934,"IKBKB","protein_coding"
"2935","ENSG00000104368",2935,"PLAT","protein_coding"
"2936","ENSG00000104369",2936,"JPH1","protein_coding"
"2937","ENSG00000104371",2937,"DKK4","protein_coding"
"2938","ENSG00000104375",2938,"STK3","protein_coding"
"2939","ENSG00000104381",2939,"GDAP1","protein_coding"
"2940","ENSG00000104388",2940,"RAB2A","protein_coding"
"2941","ENSG00000104408",2941,"EIF3E","protein_coding"
"2942","ENSG00000104412",2942,"TTC35","protein_coding"
"2943","ENSG00000104413",2943,"ESRP1","protein_coding"
"2944","ENSG00000104415",2944,"WISP1","protein_coding"
"2945","ENSG00000104419",2945,"NDRG1","protein_coding"
"2946","ENSG00000104427",2946,"FAM164A","protein_coding"
"2947","ENSG00000104432",2947,"IL7","protein_coding"
"2948","ENSG00000104435",2948,"STMN2","protein_coding"
"2949","ENSG00000104442",2949,"ARMC1","protein_coding"
"2950","ENSG00000104447",2950,"TRPS1","protein_coding"
"2951","ENSG00000104450",2951,"SPAG1","protein_coding"
"2952","ENSG00000104472",2952,"CHRAC1","protein_coding"
"2953","ENSG00000104490",2953,"NCALD","protein_coding"
"2954","ENSG00000104497",2954,"SNX16","protein_coding"
"2955","ENSG00000104499",2955,"GML","protein_coding"
"2956","ENSG00000104517",2956,"UBR5","protein_coding"
"2957","ENSG00000104518",2957,"GSDMD","protein_coding"
"2958","ENSG00000104522",2958,"TSTA3","protein_coding"
"2959","ENSG00000104524",2959,"PYCRL","protein_coding"
"2960","ENSG00000104529",2960,"EEF1D","protein_coding"
"2961","ENSG00000104537",2961,"ANXA13","protein_coding"
"2962","ENSG00000104549",2962,"SQLE","protein_coding"
"2963","ENSG00000104611",2963,"SH2D4A","protein_coding"
"2964","ENSG00000104613",2964,"INTS10","protein_coding"
"2965","ENSG00000104626",2965,"ERI1","protein_coding"
"2966","ENSG00000104635",2966,"SLC39A14","protein_coding"
"2967","ENSG00000104643",2967,"MTMR9","protein_coding"
"2968","ENSG00000104660",2968,"LEPROTL1","protein_coding"
"2969","ENSG00000104671",2969,"DCTN6","protein_coding"
"2970","ENSG00000104679",2970,"R3HCC1","protein_coding"
"2971","ENSG00000104687",2971,"GSR","protein_coding"
"2972","ENSG00000104689",2972,"TNFRSF10A","protein_coding"
"2973","ENSG00000104691",2973,"UBXN8","protein_coding"
"2974","ENSG00000104695",2974,"PPP2CB","protein_coding"
"2975","ENSG00000104714",2975,"ERICH1","protein_coding"
"2976","ENSG00000104722",2976,"NEFM","protein_coding"
"2977","ENSG00000104723",2977,"TUSC3","protein_coding"
"2978","ENSG00000104725",2978,"NEFL",NA
"2979","ENSG00000104728",2979,"ARHGEF10","protein_coding"
"2980","ENSG00000104731",2980,"KLHDC4","protein_coding"
"2981","ENSG00000104738",2981,"MCM4","protein_coding"
"2982","ENSG00000104755",2982,"ADAM2","protein_coding"
"2983","ENSG00000104756",2983,"KCTD9","protein_coding"
"2984","ENSG00000104760",2984,"FGL1","protein_coding"
"2985","ENSG00000104763",2985,"ASAH1","protein_coding"
"2986","ENSG00000104765",2986,"BNIP3L","protein_coding"
"2987","ENSG00000104774",2987,"MAN2B1","protein_coding"
"2988","ENSG00000104783",2988,"KCNN4","protein_coding"
"2989","ENSG00000104804",2989,"TULP2","protein_coding"
"2990","ENSG00000104805",2990,"NUCB1","protein_coding"
"2991","ENSG00000104808",2991,"DHDH","protein_coding"
"2992","ENSG00000104812",2992,"GYS1","protein_coding"
"2993","ENSG00000104814",2993,"MAP4K1","protein_coding"
"2994","ENSG00000104818",2994,"CGB2","protein_coding"
"2995","ENSG00000104823",2995,"ECH1","protein_coding"
"2996","ENSG00000104824",2996,"HNRNPL","protein_coding"
"2997","ENSG00000104825",2997,"NFKBIB","protein_coding"
"2998","ENSG00000104826",2998,"LHB","protein_coding"
"2999","ENSG00000104827",2999,"CGB","protein_coding"
"3000","ENSG00000104833",3000,"TUBB4A","protein_coding"
"3001","ENSG00000104835",3001,"FBXO17","protein_coding"
"3002","ENSG00000104848",3002,"KCNA7","protein_coding"
"3003","ENSG00000104852",3003,"SNRNP70","protein_coding"
"3004","ENSG00000104853",3004,"CLPTM1","protein_coding"
"3005","ENSG00000104856",3005,"RELB","protein_coding"
"3006","ENSG00000104859",3006,"CLASRP","protein_coding"
"3007","ENSG00000104863",3007,"LIN7B","protein_coding"
"3008","ENSG00000104866",3008,"PPP1R37","protein_coding"
"3009","ENSG00000104870",3009,"FCGRT","protein_coding"
"3010","ENSG00000104872",3010,"PIH1D1","protein_coding"
"3011","ENSG00000104879",3011,"CKM","protein_coding"
"3012","ENSG00000104880",3012,"ARHGEF18","protein_coding"
"3013","ENSG00000104881",3013,"PPP1R13L","protein_coding"
"3014","ENSG00000104883",3014,"PEX11G","protein_coding"
"3015","ENSG00000104884",3015,"ERCC2","protein_coding"
"3016","ENSG00000104885",3016,"DOT1L","protein_coding"
"3017","ENSG00000104886",3017,"PLEKHJ1","protein_coding"
"3018","ENSG00000104888",3018,"SLC17A7","protein_coding"
"3019","ENSG00000104889",3019,"RNASEH2A","protein_coding"
"3020","ENSG00000104892",3020,"KLC3","protein_coding"
"3021","ENSG00000104894",3021,"CD37","protein_coding"
"3022","ENSG00000104897",3022,"SF3A2","protein_coding"
"3023","ENSG00000104899",3023,"AMH","protein_coding"
"3024","ENSG00000104901",3024,"DKKL1","protein_coding"
"3025","ENSG00000104903",3025,"LYL1","protein_coding"
"3026","ENSG00000104904",3026,"OAZ1","protein_coding"
"3027","ENSG00000104907",3027,"TRMT1","protein_coding"
"3028","ENSG00000104915",3028,"STX10","protein_coding"
"3029","ENSG00000104918",3029,"RETN","protein_coding"
"3030","ENSG00000104921",3030,"FCER2","protein_coding"
"3031","ENSG00000104936",3031,"DMPK","protein_coding"
"3032","ENSG00000104938",3032,"CLEC4M","protein_coding"
"3033","ENSG00000104941",3033,"RSPH6A","protein_coding"
"3034","ENSG00000104946",3034,"TBC1D17","protein_coding"
"3035","ENSG00000104951",3035,"IL4I1","protein_coding"
"3036","ENSG00000104953",3036,"TLE6","protein_coding"
"3037","ENSG00000104957",3037,"CCDC130","protein_coding"
"3038","ENSG00000104960",3038,"PTOV1","protein_coding"
"3039","ENSG00000104964",3039,"AES","protein_coding"
"3040","ENSG00000104967",3040,"NOVA2","protein_coding"
"3041","ENSG00000104969",3041,"SGTA","protein_coding"
"3042","ENSG00000104970",3042,"KIR3DX1","transcribed_unprocessed_pseudogene"
"3043","ENSG00000104972",3043,"LILRB1","protein_coding"
"3044","ENSG00000104973",3044,"MED25","protein_coding"
"3045","ENSG00000104974",3045,"LILRA1","protein_coding"
"3046","ENSG00000104976",3046,"SNAPC2","protein_coding"
"3047","ENSG00000104979",3047,"C19orf53","protein_coding"
"3048","ENSG00000104980",3048,"TIMM44","protein_coding"
"3049","ENSG00000104983",3049,"CCDC61","protein_coding"
"3050","ENSG00000104998",3050,"IL27RA","protein_coding"
"3051","ENSG00000105011",3051,"ASF1B","protein_coding"
"3052","ENSG00000105048",3052,"TNNT1","protein_coding"
"3053","ENSG00000105053",3053,"VRK3","protein_coding"
"3054","ENSG00000105058",3054,"FAM32A","protein_coding"
"3055","ENSG00000105063",3055,"PPP6R1","protein_coding"
"3056","ENSG00000105072",3056,"C19orf44","protein_coding"
"3057","ENSG00000105085",3057,"MED26","protein_coding"
"3058","ENSG00000105088",3058,"OLFM2","protein_coding"
"3059","ENSG00000105122",3059,"RASAL3","protein_coding"
"3060","ENSG00000105127",3060,"AKAP8","protein_coding"
"3061","ENSG00000105131",3061,"EPHX3","protein_coding"
"3062","ENSG00000105132",3062,"ZNF550",NA
"3063","ENSG00000105135",3063,"ILVBL","protein_coding"
"3064","ENSG00000105136",3064,"ZNF419","protein_coding"
"3065","ENSG00000105137",3065,"SYDE1","protein_coding"
"3066","ENSG00000105141",3066,"CASP14","protein_coding"
"3067","ENSG00000105143",3067,"SLC1A6","protein_coding"
"3068","ENSG00000105146",3068,"AURKC","protein_coding"
"3069","ENSG00000105171",3069,"POP4","protein_coding"
"3070","ENSG00000105173",3070,"CCNE1","protein_coding"
"3071","ENSG00000105176",3071,"C19orf2","protein_coding"
"3072","ENSG00000105185",3072,"PDCD5","protein_coding"
"3073","ENSG00000105186",3073,"ANKRD27","protein_coding"
"3074","ENSG00000105193",3074,"RPS16","protein_coding"
"3075","ENSG00000105197",3075,"TIMM50","protein_coding"
"3076","ENSG00000105198",3076,"LGALS13","protein_coding"
"3077","ENSG00000105202",3077,"FBL","protein_coding"
"3078","ENSG00000105204",3078,"DYRK1B","protein_coding"
"3079","ENSG00000105205",3079,"CLC","protein_coding"
"3080","ENSG00000105219",3080,"CNTD2","protein_coding"
"3081","ENSG00000105220",3081,"GPI","protein_coding"
"3082","ENSG00000105221",3082,"AKT2","protein_coding"
"3083","ENSG00000105223",3083,"PLD3","protein_coding"
"3084","ENSG00000105227",3084,"PRX","protein_coding"
"3085","ENSG00000105229",3085,"PIAS4","protein_coding"
"3086","ENSG00000105245",3086,"NUMBL","protein_coding"
"3087","ENSG00000105246",3087,"EBI3","protein_coding"
"3088","ENSG00000105248",3088,"CCDC94","protein_coding"
"3089","ENSG00000105251",3089,"SHD","protein_coding"
"3090","ENSG00000105254",3090,"TBCB","protein_coding"
"3091","ENSG00000105255",3091,"FSD1","protein_coding"
"3092","ENSG00000105258",3092,"POLR2I","protein_coding"
"3093","ENSG00000105261",3093,"AD001527.1","protein_coding"
"3094","ENSG00000105270",3094,"CLIP3","protein_coding"
"3095","ENSG00000105278",3095,"ZFR2","protein_coding"
"3096","ENSG00000105281",3096,"SLC1A5","protein_coding"
"3097","ENSG00000105287",3097,"PRKD2","protein_coding"
"3098","ENSG00000105289",3098,"TJP3","protein_coding"
"3099","ENSG00000105290",3099,"APLP1","protein_coding"
"3100","ENSG00000105298",3100,"C19orf29","protein_coding"
"3101","ENSG00000105321",3101,"CCDC9","protein_coding"
"3102","ENSG00000105323",3102,"HNRNPUL1","protein_coding"
"3103","ENSG00000105325",3103,"FZR1","protein_coding"
"3104","ENSG00000105327",3104,"BBC3","protein_coding"
"3105","ENSG00000105329",3105,"TGFB1","protein_coding"
"3106","ENSG00000105339",3106,"DENND3","protein_coding"
"3107","ENSG00000105341",3107,"ATP5SL","protein_coding"
"3108","ENSG00000105352",3108,"CEACAM4","protein_coding"
"3109","ENSG00000105355",3109,"PLIN3","protein_coding"
"3110","ENSG00000105357",3110,"MYH14","protein_coding"
"3111","ENSG00000105364",3111,"MRPL4","protein_coding"
"3112","ENSG00000105366",3112,"SIGLEC8","protein_coding"
"3113","ENSG00000105369",3113,"CD79A","protein_coding"
"3114","ENSG00000105370",3114,"LIM2","protein_coding"
"3115","ENSG00000105371",3115,"ICAM4","protein_coding"
"3116","ENSG00000105372",3116,"RPS19","protein_coding"
"3117","ENSG00000105373",3117,"GLTSCR2","protein_coding"
"3118","ENSG00000105374",3118,"NKG7","protein_coding"
"3119","ENSG00000105376",3119,"ICAM5","protein_coding"
"3120","ENSG00000105379",3120,"ETFB","protein_coding"
"3121","ENSG00000105383",3121,"CD33","protein_coding"
"3122","ENSG00000105388",3122,"CEACAM5","protein_coding"
"3123","ENSG00000105392",3123,"CRX","protein_coding"
"3124","ENSG00000105393",3124,"BABAM1","protein_coding"
"3125","ENSG00000105397",3125,"TYK2","protein_coding"
"3126","ENSG00000105398",3126,"SULT2A1","protein_coding"
"3127","ENSG00000105401",3127,"CDC37","protein_coding"
"3128","ENSG00000105402",3128,"NAPA","protein_coding"
"3129","ENSG00000105404",3129,"RABAC1","protein_coding"
"3130","ENSG00000105409",3130,"ATP1A3","protein_coding"
"3131","ENSG00000105419",3131,"MEIS3","protein_coding"
"3132","ENSG00000105426",3132,"PTPRS","protein_coding"
"3133","ENSG00000105427",3133,"CNFN","protein_coding"
"3134","ENSG00000105428",3134,"ZNRF4","protein_coding"
"3135","ENSG00000105429",3135,"MEGF8","protein_coding"
"3136","ENSG00000105438",3136,"KDELR1","protein_coding"
"3137","ENSG00000105443",3137,"CYTH2","protein_coding"
"3138","ENSG00000105447",3138,"GRWD1","protein_coding"
"3139","ENSG00000105464",3139,"GRIN2D","protein_coding"
"3140","ENSG00000105467",3140,"SYNGR4","protein_coding"
"3141","ENSG00000105472",3141,"CLEC11A","protein_coding"
"3142","ENSG00000105479",3142,"CCDC114","protein_coding"
"3143","ENSG00000105483",3143,"CARD8","protein_coding"
"3144","ENSG00000105486",3144,"LIG1","protein_coding"
"3145","ENSG00000105492",3145,"SIGLEC6","protein_coding"
"3146","ENSG00000105497",3146,"ZNF175","protein_coding"
"3147","ENSG00000105499",3147,"PLA2G4C","protein_coding"
"3148","ENSG00000105501",3148,"SIGLEC5","protein_coding"
"3149","ENSG00000105507",3149,"CABP5","protein_coding"
"3150","ENSG00000105509",3150,"HAS1","protein_coding"
"3151","ENSG00000105514",3151,"RAB3D","protein_coding"
"3152","ENSG00000105516",3152,"DBP","protein_coding"
"3153","ENSG00000105518",3153,"TMEM205","protein_coding"
"3154","ENSG00000105519",3154,"CAPS","protein_coding"
"3155","ENSG00000105520",3155,"AC024575.1","protein_coding"
"3156","ENSG00000105523",3156,"FAM83E","protein_coding"
"3157","ENSG00000105538",3157,"RASIP1","protein_coding"
"3158","ENSG00000105549",3158,"THEG","protein_coding"
"3159","ENSG00000105550",3159,"FGF21","protein_coding"
"3160","ENSG00000105552",3160,"BCAT2","protein_coding"
"3161","ENSG00000105556",3161,"MIER2","protein_coding"
"3162","ENSG00000105559",3162,"PLEKHA4","protein_coding"
"3163","ENSG00000105568",3163,"PPP2R1A","protein_coding"
"3164","ENSG00000105576",3164,"TNPO2","protein_coding"
"3165","ENSG00000105583",3165,"C19orf56","protein_coding"
"3166","ENSG00000105605",3166,"CACNG7","protein_coding"
"3167","ENSG00000105607",3167,"GCDH","protein_coding"
"3168","ENSG00000105609",3168,"LILRB5","protein_coding"
"3169","ENSG00000105610",3169,"KLF1","protein_coding"
"3170","ENSG00000105612",3170,"DNASE2","protein_coding"
"3171","ENSG00000105613",3171,"MAST1","protein_coding"
"3172","ENSG00000105617",3172,"LENG1","protein_coding"
"3173","ENSG00000105618",3173,"PRPF31","protein_coding"
"3174","ENSG00000105619",3174,"TFPT","protein_coding"
"3175","ENSG00000105639",3175,"JAK3","protein_coding"
"3176","ENSG00000105640",3176,"RPL18A","protein_coding"
"3177","ENSG00000105641",3177,"SLC5A5","protein_coding"
"3178","ENSG00000105642",3178,"KCNN1","protein_coding"
"3179","ENSG00000105643",3179,"ARRDC2","protein_coding"
"3180","ENSG00000105647",3180,"PIK3R2","protein_coding"
"3181","ENSG00000105649",3181,"RAB3A","protein_coding"
"3182","ENSG00000105650",3182,"PDE4C","protein_coding"
"3183","ENSG00000105655",3183,"ISYNA1","protein_coding"
"3184","ENSG00000105656",3184,"ELL","protein_coding"
"3185","ENSG00000105662",3185,"CRTC1","protein_coding"
"3186","ENSG00000105663",3186,"MLL4",NA
"3187","ENSG00000105664",3187,"COMP","protein_coding"
"3188","ENSG00000105668",3188,"UPK1A","protein_coding"
"3189","ENSG00000105669",3189,"COPE","protein_coding"
"3190","ENSG00000105671",3190,"DDX49","protein_coding"
"3191","ENSG00000105672",3191,"ETV2","protein_coding"
"3192","ENSG00000105675",3192,"ATP4A","protein_coding"
"3193","ENSG00000105676",3193,"ARMC6","protein_coding"
"3194","ENSG00000105677",3194,"TMEM147","protein_coding"
"3195","ENSG00000105679",3195,"GAPDHS","protein_coding"
"3196","ENSG00000105694",3196,"AC104537.1","processed_pseudogene"
"3197","ENSG00000105695",3197,"MAG","protein_coding"
"3198","ENSG00000105696",3198,"TMEM59L","protein_coding"
"3199","ENSG00000105697",3199,"HAMP","protein_coding"
"3200","ENSG00000105698",3200,"USF2","protein_coding"
"3201","ENSG00000105699",3201,"LSR","protein_coding"
"3202","ENSG00000105700",3202,"C19orf50","protein_coding"
"3203","ENSG00000105701",3203,"FKBP8","protein_coding"
"3204","ENSG00000105705",3204,"SUGP1","protein_coding"
"3205","ENSG00000105707",3205,"HPN","protein_coding"
"3206","ENSG00000105708",3206,"ZNF14","protein_coding"
"3207","ENSG00000105711",3207,"SCN1B","protein_coding"
"3208","ENSG00000105717",3208,"PBX4","protein_coding"
"3209","ENSG00000105722",3209,"ERF","protein_coding"
"3210","ENSG00000105723",3210,"GSK3A","protein_coding"
"3211","ENSG00000105726",3211,"ATP13A1","protein_coding"
"3212","ENSG00000105732",3212,"ZNF574","protein_coding"
"3213","ENSG00000105737",3213,"GRIK5","protein_coding"
"3214","ENSG00000105738",3214,"SIPA1L3","protein_coding"
"3215","ENSG00000105750",3215,"ZNF85","protein_coding"
"3216","ENSG00000105755",3216,"ETHE1","protein_coding"
"3217","ENSG00000105767",3217,"CADM4","protein_coding"
"3218","ENSG00000105771",3218,"SMG9","protein_coding"
"3219","ENSG00000105778",3219,"AVL9","protein_coding"
"3220","ENSG00000105784",3220,"RUNDC3B","protein_coding"
"3221","ENSG00000105792",3221,"C7orf63","protein_coding"
"3222","ENSG00000105793",3222,"GTPBP10","protein_coding"
"3223","ENSG00000105808",3223,"RASA4","protein_coding"
"3224","ENSG00000105810",3224,"CDK6","protein_coding"
"3225","ENSG00000105819",3225,"PMPCB","protein_coding"
"3226","ENSG00000105821",3226,"DNAJC2","protein_coding"
"3227","ENSG00000105825",3227,"TFPI2","protein_coding"
"3228","ENSG00000105829",3228,"BET1","protein_coding"
"3229","ENSG00000105835",3229,"NAMPT","protein_coding"
"3230","ENSG00000105849",3230,"TWISTNB","protein_coding"
